3713512	80.632
3713512	80.632
3714526	81.163
3714527	81.182
3715540	82.938
3715541	82.938
3716555	82.068
3716555	82.051
3717569	81.262
3717569	81.262
3718583	84.319
3718584	84.334
3719596	82.608
3719596	82.625
3720611	81.379
3720612	81.397
3721625	83.415
3721625	83.431
3722639	83.629
3722639	83.629
3723653	83.037
3723653	83.037
3724666	81.342
3724666	81.342
3725680	82.051
3725681	82.068
3726693	85.291
3726694	85.291
3727707	84.220
3727707	84.205
3728720	84.007
3728720	84.007
3729735	80.394
3729736	80.413
3730749	83.037
3730750	82.938
3731763	76.824
3731763	76.900
3732777	79.980
3732777	79.980
3733792	80.985
3733793	81.003
3734806	83.431
3734806	83.415
3735820	83.727
3735822	83.759
3736835	83.152
3736836	83.136
3737849	82.347
3737850	82.347
3738863	81.656
3738864	81.656
3739876	81.737
3739877	81.737
3740890	82.642
3740891	82.544
3741904	82.051
3741904	82.132
3742918	82.544
3742919	82.561
3743932	83.629
3743932	83.613
3744945	81.243
3744945	81.243
3745963	86.542
3745961	86.515
3746977	87.303
3746977	87.278
3747991	81.656
3747991	81.656
3749005	83.826
3749005	83.826
3750019	82.840
3750019	82.840
3751033	81.558
3751034	81.576
3752047	82.445
3752048	82.445
3753062	83.645
3753063	83.645
3754075	82.033
3754075	82.015
3755089	81.755
3755089	81.755
3756102	78.578
3756102	78.578
3757115	79.269
3757115	79.269
3758128	81.342
3758129	81.262
3759141	79.565
3759142	79.664
3760154	80.256
3760155	80.256
3761169	79.211
3761170	79.211
3762183	76.331
3762183	76.307
3763196	73.741
3763197	73.668
3764210	68.047
3764211	68.145
3765223	69.990
3765223	69.960
3766237	67.652
3766238	67.684
3767251	64.891
3767252	64.891
3768268	57.817
3768268	57.775
3769284	58.759
3769285	58.800
3770300	61.515
3770301	61.515
3771318	61.296
3771319	61.296
3772331	71.076
3772331	71.047
3773345	70.907
3773346	70.837
3774358	72.161
3774359	72.161
3775372	73.274
3775373	73.274
3776386	72.189
3776386	72.260
3777400	73.175
3777401	73.103
3778414	72.485
3778414	72.556
3779429	72.807
3779429	72.807
3780443	72.287
3780443	72.287
3781457	71.794
3781457	71.794
3782470	68.805
3782470	68.805
3783483	72.359
3783483	72.359
3784498	70.147
3784498	70.147
3785513	74.679
3785514	74.704
3786529	77.362
3786530	77.362
3787543	76.110
3787543	76.134
3788556	63.770
3788557	63.708
3789569	64.856
3789569	64.920
3790583	74.260
3790583	74.260
3791597	74.358
3791597	74.358
3792611	76.528
3792612	76.453
3793626	68.078
3793627	68.078
3794642	77.263
3794642	77.339
3795658	70.964
3795659	70.894
3796671	74.234
3796672	74.333
3797685	77.120
3797686	77.120
3798698	75.616
3798699	75.616
3799712	78.500
3799712	78.479
3800726	76.134
3800726	76.134
3801741	74.187
3801741	74.187
3802755	75.542
3802755	75.542
3803769	76.035
3803769	76.035
3804782	74.432
3804782	74.432
3805796	73.274
3805797	73.300
3806810	76.232
3806810	76.209
3807824	69.723
3807824	69.723
3808838	76.627
3808838	76.627
3809852	75.542
3809853	75.467
3810866	76.923
3810867	77.021
3811880	71.005
3811881	70.907
3812895	76.650
3812895	76.725
3813908	77.788
3813909	77.712
3814922	75.345
3814923	75.443
3815936	75.049
3815937	75.049
3816950	77.120
3816951	77.021
3817964	75.542
3817965	75.641
3818977	76.604
3818978	76.604
3819991	78.303
3819993	78.226
3821005	79.684
3821006	79.763
3822019	76.134
3822020	76.134
3823034	74.384
3823035	74.285
3824048	73.865
3824048	73.938
3825062	74.654
3825063	74.581
3826076	74.950
3826077	75.049
3827090	76.528
3827091	76.528
3828103	74.802
3828103	74.827
3829117	75.345
3829117	75.345
3830131	76.232
3830132	76.256
3831145	67.652
3831145	67.620
3832159	71.005
3832159	71.005
3833174	74.088
3833175	74.114
3834189	75.369
3834189	75.345
3835202	75.518
3835203	75.542
3836216	76.035
3836216	76.011
3837231	76.157
3837233	76.106
3838247	76.181
3838248	76.157
3839261	75.739
3839262	75.838
3840275	74.753
3840276	74.753
3841288	73.938
3841288	73.913
3842302	65.877
3842303	65.812
3843316	68.540
3843318	68.571
3844331	65.812
3844331	65.844
3845345	65.680
3845345	65.680
3846359	71.203
3846360	71.133
3847373	78.303
3847373	78.381
3848387	68.047
3848387	68.047
3849400	72.161
3849400	72.161
3850414	71.794
3850415	71.822
3851428	75.641
3851429	75.641
3852441	73.938
3852442	73.938
3853454	75.913
3853455	75.913
3854467	77.097
3854468	77.097
3855480	74.925
3855481	74.925
3856493	73.543
3856494	73.543
3857506	74.925
3857506	74.901
3858519	74.531
3858519	74.531
3859533	74.161
3859533	74.161
3860548	75.665
3860549	75.590
3861562	76.232
3861563	76.331
3862576	76.429
3862577	76.429
3863589	76.307
3863590	76.209
3864603	74.654
3864604	74.753
3865617	75.246
3865617	75.222
3866631	75.838
3866631	75.838
3867645	75.246
3867646	75.270
3868658	74.234
3868659	74.234
3869672	75.838
3869672	75.814
3870686	71.992
3870687	72.019
3871700	74.063
3871701	73.964
3872713	74.234
3872714	74.234
3873728	71.034
3873728	71.104
3874742	65.187
3874742	65.187
3875755	65.942
3875756	65.877
3876769	68.540
3876769	68.608
3877783	65.877
3877784	65.911
3878797	67.258
3878798	67.159
3879811	70.019
3879812	70.118
3880825	74.950
3880825	74.925
3881840	74.975
3881841	74.901
3882855	73.891
3882856	73.990
3883869	67.652
3883871	67.586
3884884	60.492
3884884	60.513
3885898	68.540
3885898	68.540
3886911	60.513
3886911	60.513
3887924	61.303
3887925	61.341
3888937	54.886
3888938	54.886
3889950	56.367
3889951	56.367
3890964	58.875
3890965	58.777
3891978	66.337
3891978	66.272
3892993	66.403
3892993	66.403
3894007	75.443
3894007	75.443
3895022	75.073
3895022	75.073
3896037	74.581
3896038	74.606
3897054	76.181
3897054	76.204
3898068	65.483
3898068	65.483
3899081	65.646
3899081	65.646
3900095	69.921
3900095	69.921
3901109	73.274
3901110	73.300
3902123	72.583
3902123	72.556
3903137	73.668
3903138	73.596
3904150	73.938
3904151	73.938
3905164	74.260
3905165	74.260
3906177	74.728
3906178	74.728
3907190	73.938
3907191	74.037
3908204	74.753
3908205	74.654
3909217	76.110
3909217	76.185
3910231	79.191
3910232	79.211
3911245	78.796
3911246	78.796
3912259	80.078
3912259	80.059
3913274	79.310
3913275	79.330
3914288	78.205
3914288	78.183
3915301	76.307
3915301	76.307
3916317	74.803
3916316	74.876
3917332	74.384
3917332	74.311
3918346	73.076
3918346	73.076
3919360	70.808
3919361	70.837
3920374	75.345
3920374	75.320
3921386	76.679
3921387	76.702
3922400	71.076
3922400	71.104
3923414	74.654
3923414	74.654
3924438	74.023
3924438	74.023
3925451	74.136
3925451	74.136
3926465	73.372
3926465	73.372
3927479	74.556
3927479	74.556
3928492	76.110
3928492	76.110
3929506	73.767
3929507	73.793
3930519	76.011
3930520	75.913
3931532	76.209
3931532	76.284
3932545	75.222
3932545	75.222
3933558	74.432
3933558	74.432
3934571	76.110
3934572	76.134
3935584	73.149
3935584	73.122
3936598	73.570
3936598	73.570
3937611	78.677
3937611	78.677
3938624	79.072
3938624	79.072
3939637	77.986
3939637	77.986
3940650	76.702
3940650	76.702
3941663	78.381
3941664	78.303
3942677	75.838
3942678	75.936
3943690	75.320
3943691	75.222
3944704	78.500
3944705	78.599
3945717	77.097
3945717	77.075
3946730	76.110
3946731	76.134
3947743	77.788
3947744	77.788
3948757	74.753
3948757	74.728
3949771	74.358
3949772	74.285
3950784	78.282
3950801	78.425
3951797	77.295
3951815	77.021
3952811	74.358
3952827	74.505
3953824	73.840
3953840	73.840
3954837	74.333
3954853	74.234
3955851	74.457
3955866	74.531
3956865	71.992
3956878	72.134
3957877	77.667
3957890	77.569
3958890	78.479
3958902	78.458
3959903	73.840
3959914	73.913
3960917	79.388
3960927	79.368
3961931	79.191
3961940	79.170
